#Segundos X Y Theta
     0.973     0.000     0.000     0.000
     0.998     0.000     0.000     0.000
     1.023     0.000     0.000     0.000
     1.048     0.000     0.000     0.000
     1.073     0.000     0.000     0.000
     1.098     0.000     0.000     0.000
     1.123     0.000     0.000     0.000
     1.148     0.000     0.000     0.000
     1.173     0.000     0.000     0.000
     1.198     0.000     0.000     0.000
     1.223     0.000     0.000     0.000
     1.248     0.000     0.000     0.000
     1.273     0.000     0.000     0.000
     1.298     0.000     0.000     0.000
     1.323     0.000     0.000     0.000
     1.348     0.000     0.000     0.000
     1.373     0.000     0.000     0.000
     1.398     0.000     0.000     0.000
     1.423     0.000     0.000     0.000
     1.448     0.000     0.000     0.000
     1.473     0.000     0.000     0.000
     1.498     0.000     0.000     0.000
     1.523     0.000     0.000     0.000
     1.548     0.000     0.000     0.000
     1.573     0.000     0.000     0.000
     1.598     0.000     0.000     0.000
     1.623     0.000     0.000     0.000
     1.648     0.000     0.000     0.000
     1.673     0.000     0.000     0.000
     1.698     0.000     0.000     0.000
     1.723     0.000     0.000     0.000
     1.748     0.000     0.000     0.000
     1.773     0.000     0.000     0.000
     1.798     0.000     0.000     0.000
     1.823     0.000     0.000     0.000
     1.848     0.000     0.000     0.000
     1.873     0.000     0.000     0.000
     1.898     0.000     0.000     0.000
     1.923     0.000     0.000     0.000
     1.948     0.000     0.000     0.000
     1.973     0.000     0.000     0.000
     1.998     0.000     0.000     0.000
     2.023     0.000     0.000     0.000
     2.048     0.000     0.000     0.000
     2.073     0.000     0.000     0.000
     2.098     0.000     0.000     0.000
     2.123     0.000     0.000     0.000
     2.148     0.000     0.000     0.000
     2.173     0.000     0.000     0.000
     2.198     0.000     0.000     0.000
     2.223     0.000     0.000     0.000
     2.248     0.000     0.000     0.000
     2.273     0.000     0.000     0.000
     2.298     0.000     0.000     0.000
     2.323     0.000     0.000     0.000
     2.348     0.000     0.000     0.000
     2.373     0.000     0.000     0.000
     2.398     0.000     0.000     0.000
     2.423     0.000     0.000     0.000
     2.448     0.000     0.000     0.000
     2.473     0.000     0.000     0.000
     2.498     0.000     0.000     0.000
     2.523     0.000     0.000     0.000
     2.548     0.000     0.000     0.000
     2.573     0.000     0.000     0.000
     2.598     0.000     0.000     0.000
     2.623     0.000     0.000     0.000
     2.648     0.000     0.000     0.000
     2.673     0.000     0.000     0.000
     2.698     0.000     0.000     0.000
     2.723     0.000     0.000     0.000
     2.748     0.000     0.000     0.000
     2.773     0.000     0.000     0.000
     2.798     0.000     0.000     0.000
     2.823     0.000     0.000     0.000
     2.848     0.000     0.000     0.000
     2.873     0.000     0.000     0.000
     2.898     0.000     0.000     0.000
     2.923     0.000     0.000     0.000
     2.948     0.000     0.000     0.000
     2.973     0.000     0.000     0.000
     2.998     0.000     0.000     0.000
     3.023     0.000     0.000     0.000
     3.048     0.000     0.000     0.000
     3.073     0.000     0.000     0.000
     3.098     0.000     0.000     0.000
     3.123     0.000     0.000     0.000
     3.148     0.000     0.000     0.000
     3.173     0.000     0.000     0.000
     3.198     0.000     0.000     0.000
     3.223     0.000     0.000     0.000
     3.248     0.000     0.000     0.000
     3.273     0.000     0.000     0.000
     3.298     0.000    -0.000    -0.000
     3.323     0.000    -0.000    -0.000
     3.348     0.000    -0.000    -0.000
     3.373     0.000    -0.000    -0.000
     3.398     0.000    -0.000    -0.000
     3.423     0.001    -0.000    -0.000
     3.448     0.001    -0.000    -0.000
     3.473     0.001    -0.000    -0.000
     3.498     0.001    -0.000    -0.000
     3.523     0.002    -0.000    -0.000
     3.548     0.002    -0.000    -0.000
     3.573     0.003    -0.000    -0.000
     3.598     0.004    -0.000    -0.000
     3.623     0.005    -0.000    -0.000
     3.648     0.006    -0.000    -0.000
     3.673     0.008    -0.000    -0.000
     3.698     0.010    -0.000    -0.000
     3.723     0.012    -0.000    -0.000
     3.748     0.016    -0.000    -0.000
     3.773     0.019    -0.000    -0.000
     3.798     0.023    -0.000    -0.000
     3.823     0.028    -0.000    -0.000
     3.848     0.033    -0.000    -0.000
     3.873     0.037    -0.000    -0.000
     3.898     0.043    -0.000    -0.000
     3.923     0.050    -0.000    -0.000
     3.948     0.056    -0.000    -0.000
     3.973     0.064    -0.000    -0.000
     3.998     0.071    -0.000    -0.000
     4.023     0.079    -0.000    -0.000
     4.048     0.087    -0.000    -0.000
     4.073     0.097    -0.001    -0.000
     4.098     0.106    -0.001    -0.000
     4.123     0.116    -0.001    -0.000
     4.148     0.126    -0.001    -0.000
     4.173     0.137    -0.001    -0.000
     4.198     0.148    -0.001    -0.000
     4.223     0.160    -0.001    -0.000
     4.248     0.172    -0.001    -0.000
     4.273     0.185    -0.001    -0.000
     4.298     0.198    -0.001    -0.000
     4.323     0.212    -0.001    -0.000
     4.348     0.226    -0.001    -0.000
     4.373     0.241    -0.001    -0.000
     4.398     0.255    -0.001    -0.000
     4.423     0.271    -0.001    -0.000
     4.448     0.287    -0.001    -0.000
     4.473     0.304    -0.001    -0.000
     4.498     0.321    -0.001    -0.000
     4.523     0.339    -0.001    -0.000
     4.548     0.357    -0.002    -0.000
     4.573     0.376    -0.002    -0.000
     4.598     0.395    -0.002    -0.000
     4.623     0.414    -0.002    -0.000
     4.648     0.434    -0.002    -0.000
     4.673     0.455    -0.002    -0.000
     4.698     0.476    -0.002    -0.000
     4.723     0.498    -0.002    -0.000
     4.748     0.520    -0.002    -0.000
     4.773     0.543    -0.002    -0.000
     4.798     0.566    -0.002    -0.000
     4.823     0.590    -0.002    -0.000
     4.848     0.614    -0.002    -0.000
     4.873     0.639    -0.002    -0.000
     4.898     0.664    -0.002    -0.000
     4.923     0.690    -0.002    -0.000
     4.948     0.716    -0.002    -0.000
     4.973     0.743    -0.002    -0.000
     4.998     0.770    -0.002    -0.000
     5.023     0.797    -0.002    -0.000
     5.048     0.825    -0.002    -0.000
     5.073     0.854    -0.002    -0.000
     5.098     0.882    -0.002    -0.000
     5.123     0.911    -0.002    -0.000
     5.148     0.941    -0.002    -0.000
     5.173     0.971    -0.002    -0.000
     5.198     1.002    -0.002    -0.000
     5.223     1.033    -0.002    -0.000
     5.248     1.064    -0.002    -0.000
     5.273     1.096    -0.002    -0.000
     5.298     1.128    -0.002    -0.000
     5.323     1.161    -0.002    -0.000
     5.348     1.194    -0.002    -0.000
     5.373     1.227    -0.002    -0.000
     5.398     1.262    -0.002    -0.000
     5.423     1.297    -0.002    -0.000
     5.448     1.331    -0.002    -0.000
     5.473     1.366    -0.002    -0.000
     5.498     1.402    -0.002    -0.000
     5.523     1.437    -0.002    -0.000
     5.548     1.474    -0.002    -0.000
     5.573     1.510    -0.002    -0.000
     5.598     1.547    -0.002    -0.000
     5.623     1.585    -0.002    -0.000
     5.648     1.622    -0.002    -0.000
     5.673     1.661    -0.002    -0.000
     5.698     1.700    -0.002    -0.000
     5.723     1.739    -0.002    -0.000
     5.748     1.779    -0.002    -0.000
     5.773     1.819    -0.002    -0.000
     5.798     1.859    -0.002    -0.000
     5.823     1.900    -0.002    -0.000
     5.848     1.941    -0.002    -0.000
     5.873     1.982    -0.002    -0.000
     5.898     2.025    -0.002    -0.000
     5.923     2.068    -0.002    -0.000
     5.948     2.113    -0.002    -0.000
     5.973     2.158    -0.002    -0.000
     5.998     2.202    -0.002    -0.000
     6.023     2.247    -0.002    -0.000
     6.048     2.293    -0.002    -0.000
     6.073     2.340    -0.002    -0.000
     6.098     2.387    -0.002    -0.000
     6.123     2.433    -0.001    -0.000
     6.148     2.481    -0.001    -0.000
     6.173     2.528    -0.001    -0.000
     6.198     2.576    -0.001    -0.000
     6.223     2.625    -0.001    -0.000
     6.248     2.673    -0.001    -0.000
     6.273     2.723    -0.001     0.000
     6.298     2.773    -0.001     0.000
     6.323     2.822    -0.001     0.000
     6.348     2.871    -0.000     0.000
     6.373     2.921    -0.000     0.000
     6.398     2.971    -0.000     0.000
     6.423     3.022     0.000     0.000
     6.448     3.074     0.000     0.000
     6.473     3.125     0.000     0.000
     6.498     3.177     0.000     0.000
     6.523     3.228     0.001     0.000
     6.548     3.281     0.001     0.000
     6.573     3.334     0.001     0.000
     6.598     3.388     0.001     0.001
     6.623     3.441     0.002     0.001
     6.648     3.496     0.002     0.001
     6.673     3.550     0.002     0.001
     6.698     3.604     0.002     0.001
     6.723     3.659     0.003     0.001
     6.748     3.714     0.003     0.001
     6.773     3.770     0.003     0.001
     6.798     3.827     0.003     0.001
     6.823     3.883     0.004     0.001
     6.848     3.940     0.004     0.001
     6.873     3.997     0.004     0.001
     6.898     4.054     0.004     0.001
     6.923     4.113     0.004     0.001
     6.948     4.171     0.005     0.001
     6.973     4.229     0.005     0.001
     6.998     4.288     0.005     0.001
     7.023     4.348     0.006     0.001
     7.048     4.408     0.006     0.002
     7.073     4.468     0.006     0.002
     7.098     4.528     0.007     0.002
     7.123     4.590     0.007     0.002
     7.148     4.652     0.008     0.002
     7.173     4.713     0.008     0.002
     7.198     4.776     0.009     0.002
     7.223     4.837     0.009     0.002
     7.248     4.899     0.009     0.002
     7.273     4.963     0.010     0.002
     7.298     5.026     0.010     0.002
     7.323     5.090     0.011     0.002
     7.348     5.153     0.011     0.003
     7.373     5.217     0.012     0.003
     7.398     5.282     0.012     0.003
     7.423     5.347     0.013     0.003
     7.448     5.412     0.014     0.003
     7.473     5.477     0.014     0.003
     7.498     5.544     0.015     0.003
     7.523     5.609     0.015     0.003
     7.548     5.675     0.016     0.003
     7.573     5.742     0.017     0.003
     7.598     5.809     0.017     0.004
     7.623     5.877     0.018     0.004
     7.648     5.945     0.019     0.004
     7.673     6.013     0.019     0.004
     7.698     6.082     0.020     0.004
     7.723     6.151     0.021     0.004
     7.748     6.220     0.021     0.004
     7.773     6.290     0.022     0.004
     7.798     6.359     0.023     0.004
     7.823     6.429     0.023     0.005
     7.848     6.498     0.024     0.005
     7.873     6.569     0.025     0.005
     7.898     6.641     0.026     0.005
     7.923     6.711     0.027     0.005
     7.948     6.783     0.027     0.005
     7.973     6.855     0.028     0.005
     7.998     6.927     0.029     0.005
     8.023     6.999     0.030     0.006
     8.048     7.072     0.031     0.006
     8.073     7.146     0.032     0.006
     8.098     7.220     0.033     0.006
     8.123     7.294     0.034     0.006
     8.148     7.367     0.034     0.006
     8.173     7.442     0.035     0.006
     8.198     7.516     0.036     0.006
     8.223     7.591     0.037     0.007
     8.248     7.666     0.038     0.007
     8.273     7.742     0.039     0.007
     8.298     7.818     0.040     0.007
     8.323     7.894     0.041     0.007
     8.348     7.969     0.041     0.007
     8.373     8.046     0.042     0.007
     8.398     8.123     0.043     0.007
     8.423     8.201     0.044     0.007
     8.448     8.278     0.045     0.007
     8.473     8.355     0.045     0.007
     8.498     8.433     0.046     0.007
     8.523     8.511     0.047     0.007
     8.548     8.590     0.048     0.008
     8.573     8.669     0.049     0.008
     8.598     8.748     0.050     0.008
     8.623     8.828     0.051     0.008
     8.648     8.907     0.052     0.008
     8.673     8.986     0.053     0.008
     8.698     9.067     0.054     0.008
     8.723     9.148     0.055     0.008
     8.748     9.229     0.056     0.008
     8.773     9.310     0.057     0.008
     8.798     9.390     0.058     0.009
     8.823     9.472     0.059     0.009
     8.848     9.553     0.060     0.009
     8.873     9.635     0.061     0.009
     8.898     9.716     0.062     0.009
     8.923     9.799     0.063     0.009
     8.948     9.880     0.064     0.009
     8.973     9.962     0.065     0.009
     8.998    10.044     0.066     0.009
     9.023    10.127     0.067     0.009
     9.048    10.210     0.068     0.009
     9.073    10.294     0.069     0.009
     9.098    10.377     0.070     0.009
     9.123    10.460     0.071     0.009
     9.148    10.544     0.073     0.010
     9.173    10.627     0.074     0.010
     9.198    10.713     0.075     0.010
     9.223    10.798     0.076     0.010
     9.248    10.883     0.078     0.010
     9.273    10.966     0.079     0.010
     9.298    11.051     0.080     0.010
     9.323    11.136     0.082     0.010
     9.348    11.221     0.084     0.011
     9.373    11.305     0.085     0.011
     9.398    11.392     0.087     0.011
     9.423    11.475     0.089     0.011
     9.448    11.560     0.090     0.012
     9.473    11.646     0.092     0.012
     9.498    11.732     0.094     0.012
     9.523    11.818     0.097     0.012
     9.548    11.904     0.099     0.013
     9.573    11.988     0.101     0.013
     9.598    12.074     0.104     0.013
     9.623    12.160     0.107     0.014
     9.648    12.246     0.109     0.014
     9.673    12.332     0.112     0.015
     9.698    12.418     0.115     0.015
     9.723    12.505     0.118     0.016
     9.748    12.591     0.121     0.016
     9.773    12.676     0.124     0.016
     9.798    12.760     0.127     0.017
     9.823    12.847     0.131     0.017
     9.848    12.933     0.134     0.018
     9.873    13.019     0.137     0.018
     9.898    13.104     0.140     0.019
     9.923    13.190     0.144     0.019
     9.948    13.273     0.147     0.020
     9.973    13.358     0.150     0.020
     9.998    13.442     0.154     0.021
    10.023    13.527     0.157     0.021
    10.048    13.611     0.161     0.021
    10.073    13.695     0.164     0.022
    10.098    13.779     0.168     0.022
    10.123    13.862     0.171     0.023
    10.148    13.945     0.175     0.023
    10.173    14.030     0.179     0.024
    10.198    14.113     0.183     0.024
